method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,1.0,1,500,387,167,102,57,0.4701928679547774,0.12144702842377261,0.1111111111111111,0.08527131782945736,0.08010335917312661
