method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,3,1,500,387,121,66,31,0.4476580272418922,0.13695090439276486,0.12661498708010335,0.11627906976744186,0.1111111111111111
