method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,1.0,1,500,458,157,64,41,0.44951063925134643,0.05021834061135371,0.043668122270742356,0.043668122270742356,0.04148471615720524
