method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,3,1,500,437,193,74,51,0.47926641523675123,0.06178489702517163,0.05263157894736842,0.05263157894736842,0.04805491990846682
