method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,3,1,1000,785,179,146,73,0.4417987316196817,0.13503184713375796,0.11719745222929936,0.1070063694267516,0.10318471337579618
