method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,1.0,1,500,457,141,80,48,0.4528908340098649,0.0700218818380744,0.06564551422319474,0.05689277899343545,0.0525164113785558
