Seed,Sampler,Num Samples,Valid,Unique,Novel (of valid),Constraint Satisfaction Rate,QED Mean,QED Median,Novel QED Mean,Novel QED Median
1,constrained-fhs,1000,0.678,0.9896755162241888,0.6386430678466076,0.433,0.4557354878486735,0.4637697697303122,0.45931008673648815,0.4701408969470578
