method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,1.0,1,500,383,105,96,33,0.43552158761645576,0.16449086161879894,0.1566579634464752,0.1409921671018277,0.13315926892950392
