method,gamma,gamma_schedule,gamma_C,gamma_rho,gamma_lambda_max,condition,n_total,valid,unique,valid_novel,unique_novel,qed_novel,novel_rate,viol
mdlm_dcbg_novelty,,,,,,,500,311,303,101,101,0.45764303206989687,0.3247588424437299,0.6752411575562701
