C,rho,l0,lmax,J,n,seed,steps,seconds,valid,unique,valid_novel,viol,novel_rate,qed,run_name
0.0100503,0.8,2.2,12.0,2,4,6,32,707,69,69,67,0.02898550724637683,0.9710144927536232,0.47655503253792314,adual_iltd_C0.0100503_rho0.8_l02.2_lmax12.0_J2_n4_seed6_steps32
0.0005001,0.8,2.1,12.0,2,4,4,32,629,71,71,70,0.014084507042253502,0.9859154929577465,0.4805683348024597,adual_iltd_C0.0005001_rho0.8_l02.1_lmax12.0_J2_n4_seed4_steps32
0.0100503,0.8,2.2,12.0,2,4,7,32,696,59,59,55,0.06779661016949157,0.9322033898305084,0.49305791548377254,adual_iltd_C0.0100503_rho0.8_l02.2_lmax12.0_J2_n4_seed7_steps32
0.0010005,0.8,2.2,12.0,2,4,4,32,633,64,64,63,0.015625,0.984375,0.4755205780668466,adual_iltd_C0.0010005_rho0.8_l02.2_lmax12.0_J2_n4_seed4_steps32
0.0100503,0.8,2.2,12.0,2,4,8,32,727,52,52,49,0.05769230769230771,0.9423076923076923,0.5029990988675564,adual_iltd_C0.0100503_rho0.8_l02.2_lmax12.0_J2_n4_seed8_steps32
0.0010005,0.8,2.1,12.0,2,4,9,32,631,62,62,58,0.06451612903225812,0.9354838709677419,0.4761881575709293,adual_iltd_C0.0010005_rho0.8_l02.1_lmax12.0_J2_n4_seed9_steps32
0.0010005,0.8,2.1,12.0,2,4,12,32,700,52,52,50,0.038461538461538436,0.9615384615384616,0.5000327795902856,adual_iltd_C0.0010005_rho0.8_l02.1_lmax12.0_J2_n4_seed12_steps32
0.0010005,0.8,2.1,12.0,2,4,10,32,634,56,56,55,0.017857142857142905,0.9821428571428571,0.46735116546823036,adual_iltd_C0.0010005_rho0.8_l02.1_lmax12.0_J2_n4_seed10_steps32
0.0010005,0.8,2.1,12.0,2,4,13,32,717,74,74,71,0.04054054054054057,0.9594594594594594,0.4951286931870047,adual_iltd_C0.0010005_rho0.8_l02.1_lmax12.0_J2_n4_seed13_steps32
0.0010005,0.8,2.1,12.0,2,4,11,32,652,60,60,57,0.050000000000000044,0.95,0.48675791764363197,adual_iltd_C0.0010005_rho0.8_l02.1_lmax12.0_J2_n4_seed11_steps32
0.0010005,0.8,2.1,12.0,2,4,14,32,748,60,60,58,0.033333333333333326,0.9666666666666667,0.4720422857854903,adual_iltd_C0.0010005_rho0.8_l02.1_lmax12.0_J2_n4_seed14_steps32
0.0010005,1.2,2.0,20.0,2,4,4,32,637,68,68,67,0.014705882352941124,0.9852941176470589,0.4743783124251492,adual_iltd_C0.0010005_rho1.2_l02.0_lmax20.0_J2_n4_seed4_steps32
0.0010005,1.2,2.0,20.0,2,4,13,32,715,75,75,73,0.026666666666666616,0.9733333333333334,0.49103980092830724,adual_iltd_C0.0010005_rho1.2_l02.0_lmax20.0_J2_n4_seed13_steps32
0.0010005,1.5,1.8,20.0,2,4,4,32,635,58,58,58,0.0,1.0,0.47505706423550736,adual_iltd_C0.0010005_rho1.5_l01.8_lmax20.0_J2_n4_seed4_steps32
0.0010005,1.5,1.8,20.0,2,4,13,32,699,63,63,60,0.04761904761904767,0.9523809523809523,0.49634648008764803,adual_iltd_C0.0010005_rho1.5_l01.8_lmax20.0_J2_n4_seed13_steps32
0.0010005,2.0,1.8,24.0,2,4,4,32,638,48,48,48,0.0,1.0,0.4717837638739633,adual_iltd_C0.0010005_rho2.0_l01.8_lmax24.0_J2_n4_seed4_steps32
0.0010005,1.2,2.0,28.0,2,4,4,32,475,68,68,67,0.014705882352941124,0.9852941176470589,0.4743783124251492,adual_iltd_C0.0010005_rho1.2_l02.0_lmax28.0_J2_n4_seed4_steps32
0.0010005,1.3,1.9,20.0,2,4,4,32,477,63,63,62,0.015873015873015928,0.9841269841269841,0.47737450596927217,adual_iltd_C0.0010005_rho1.3_l01.9_lmax20.0_J2_n4_seed4_steps32
0.0010005,1.6,2.0,20.0,2,4,13,32,473,61,61,59,0.032786885245901676,0.9672131147540983,0.4991959260350981,adual_iltd_C0.0010005_rho1.6_l02.0_lmax20.0_J2_n4_seed13_steps32
0.0010005,1.35,1.9,20.0,2,4,4,32,471,66,66,64,0.030303030303030276,0.9696969696969697,0.4746774844891197,adual_iltd_C0.0010005_rho1.35_l01.9_lmax20.0_J2_n4_seed4_steps32
0.0010005,1.8,2.0,24.0,2,4,13,32,473,57,57,55,0.03508771929824561,0.9649122807017544,0.49931797162547364,adual_iltd_C0.0010005_rho1.8_l02.0_lmax24.0_J2_n4_seed13_steps32
0.0010005,1.4,1.85,20.0,2,4,4,32,475,63,63,63,0.0,1.0,0.48067811842909053,adual_iltd_C0.0010005_rho1.4_l01.85_lmax20.0_J2_n4_seed4_steps32
0.0100503,0.8,1.8,12.0,2,4,4,32,479,80,80,78,0.025000000000000022,0.975,0.4718017646785832,adual_iltd_C0.0100503_rho0.8_l01.8_lmax12.0_J2_n4_seed4_steps32
0.0100503,0.8,1.5,12.0,2,4,4,32,474,84,84,83,0.011904761904761862,0.9880952380952381,0.47219586776837447,adual_iltd_C0.0100503_rho0.8_l01.5_lmax12.0_J2_n4_seed4_steps32
0.0100503,0.8,1.2,12.0,2,4,4,32,471,92,92,90,0.021739130434782594,0.9782608695652174,0.47483084304797696,adual_iltd_C0.0100503_rho0.8_l01.2_lmax12.0_J2_n4_seed4_steps32
0.0100503,0.8,1.0,12.0,2,4,4,32,470,98,98,95,0.030612244897959218,0.9693877551020408,0.46516067233102204,adual_iltd_C0.0100503_rho0.8_l01.0_lmax12.0_J2_n4_seed4_steps32
0.1053605,0.8,1.0,12.0,2,4,1,32,474,84,84,78,0.0714285714285714,0.9285714285714286,0.4754443303088358,adual_iltd_C0.1053605_rho0.8_l01.0_lmax12.0_J2_n4_seed1_steps32
0.0100503,0.6,1.5,12.0,2,4,1,32,468,77,77,73,0.051948051948051965,0.948051948051948,0.47118486538432014,adual_iltd_C0.0100503_rho0.6_l01.5_lmax12.0_J2_n4_seed1_steps32
0.0512933,0.8,0.5,12.0,2,4,4,32,99,FAIL,,,,,,adual_iltd_C0.0512933_rho0.8_l00.5_lmax12.0_J2_n4_seed4_steps32
0.0512933,0.8,1.0,12.0,2,4,4,32,96,FAIL,,,,,,adual_iltd_C0.0512933_rho0.8_l01.0_lmax12.0_J2_n4_seed4_steps32
0.1053605,0.8,0.5,12.0,2,4,4,32,97,FAIL,,,,,,adual_iltd_C0.1053605_rho0.8_l00.5_lmax12.0_J2_n4_seed4_steps32
0.0100503,1.0,0.5,12.0,2,4,4,32,97,FAIL,,,,,,adual_iltd_C0.0100503_rho1.0_l00.5_lmax12.0_J2_n4_seed4_steps32
0.0100503,0.8,0.8,12.0,2,4,4,32,561,96,96,93,0.03125,0.96875,0.45753211637020447,adual_iltd_C0.0100503_rho0.8_l00.8_lmax12.0_J2_n4_seed4_steps32
0.0100503,0.8,0.6,12.0,2,4,4,32,468,104,104,100,0.038461538461538436,0.9615384615384616,0.4605377515838051,adual_iltd_C0.0100503_rho0.8_l00.6_lmax12.0_J2_n4_seed4_steps32
0.0100503,0.8,0.4,12.0,2,4,4,32,468,92,92,87,0.05434782608695654,0.9456521739130435,0.461783128829869,adual_iltd_C0.0100503_rho0.8_l00.4_lmax12.0_J2_n4_seed4_steps32
0.0100503,0.8,0.0,12.0,2,4,4,32,468,101,101,98,0.02970297029702973,0.9702970297029703,0.47458749914157056,adual_iltd_C0.0100503_rho0.8_l00.0_lmax12.0_J2_n4_seed4_steps32
0.0512933,0.8,0.5,12.0,2,4,4,32,98,FAIL,,,,,,adual_iltd_C0.0512933_rho0.8_l00.5_lmax12.0_J2_n4_seed4_steps32
0.1053605,0.8,0.5,12.0,2,4,4,32,98,FAIL,,,,,,adual_iltd_C0.1053605_rho0.8_l00.5_lmax12.0_J2_n4_seed4_steps32
