method,gamma,gamma_schedule,gamma_C,gamma_rho,gamma_lambda_max,condition,n_total,valid,unique,valid_novel,unique_novel,qed_novel,novel_rate,viol
mdlm_dcbg_novelty,,,,,,,500,319,304,102,102,0.4466647964573811,0.31974921630094044,0.6802507836990596
