method,gamma,gamma_schedule,gamma_C,gamma_rho,gamma_lambda_max,condition,n_total,valid,unique,valid_novel,unique_novel,qed_novel,novel_rate,viol
mdlm_dcbg_novelty,,,,,,,500,252,240,102,102,0.4591442619693541,0.40476190476190477,0.5952380952380952
