method,gamma,gamma_schedule,gamma_C,gamma_rho,gamma_lambda_max,condition,n_total,valid,unique,valid_novel,unique_novel,qed_novel,novel_rate,viol
mdlm_dcbg_novelty,2,,0.2231,0.5,50.0,1,500,243,240,197,197,0.4570840606649844,0.8106995884773662,0.18930041152263377
