method,gamma,gamma_schedule,gamma_C,gamma_rho,gamma_lambda_max,condition,n_total,valid,unique,valid_novel,unique_novel,qed_novel,novel_rate,viol
mdlm_dcbg_novelty,1,,0.2231,0.5,50.0,1,500,257,254,161,161,0.450002987740195,0.6264591439688716,0.373541
