method,gamma,gamma_schedule,gamma_C,gamma_rho,gamma_lambda_max,condition,n_total,valid,unique,valid_novel,unique_novel,qed_novel,novel_rate,viol
mdlm_dcbg_novelty,1.0,linear_increasing,0.2231,0.5,50.0,1,500,160,160,131,131,0.4597412165742156,0.81875,0.18125000000000002
