method,gamma,gamma_schedule,gamma_C,gamma_rho,gamma_lambda_max,condition,n_total,valid,unique,valid_novel,unique_novel,qed_novel,novel_rate,viol
mdlm_dcbg_novelty,1.0,linear_decreasing,0.2231,0.5,50.0,1,500,44,44,43,43,0.5076462020366129,0.9772727272727273,0.022727272727272707
