method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,10,1,1000,386,201,81,29,0.4384918591846177,0.3911917098445596,0.20466321243523317,0.09067357512953368,0.04404145077720207
