method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,3,1,1000,680,474,148,47,0.46781622732172434,0.5088235294117647,0.2485294117647059,0.09558823529411764,0.06764705882352941
