method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,1.0,1,500,390,170,94,44,0.4637505656759164,0.13846153846153847,0.11282051282051282,0.08461538461538462,0.07948717948717948
