method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,1.0,1,500,382,163,93,50,0.4665557244434695,0.11780104712041885,0.10732984293193717,0.08638743455497382,0.08115183246073299
