method,gamma,condition,n_total,valid,unique,novel_unconstrained,novel_strict_sa3.0,qed_novel_strict,viol_tau_3.0,viol_tau_3.5,viol_tau_4.0,viol_tau_4.5
mdlm_dcbg,1.0,1,500,386,172,99,53,0.46928881243147685,0.12176165803108809,0.11917098445595854,0.09067357512953368,0.08549222797927461
